IDfg,SO,CSW%,LD,Events,wRAA,Barrels,RBI,IFFB,R,competitive_runs,next_year_hits
13611,91,0.27,92,434,67.2,57,80,18,129,237.0,176.0
13611,91,0.27,92,434,67.2,57,80,18,129,237.0,166.0
13611,91,0.27,92,434,67.2,57,80,18,129,237.0,
13611,91,0.27,92,434,67.2,57,80,18,129,237.0,180.0
13611,91,0.27,92,434,67.2,57,80,18,129,237.0,214.0
13611,91,0.27,92,434,67.2,57,80,18,129,237.0,174.0
13611,80,0.275,115,599,36.9,28,113,29,122,344.0,176.0
13611,80,0.275,115,599,36.9,28,113,29,122,344.0,166.0
13611,80,0.275,115,599,36.9,28,113,29,122,344.0,
13611,80,0.275,115,599,36.9,28,113,29,122,344.0,180.0
13611,80,0.275,115,599,36.9,28,113,29,122,344.0,214.0
13611,80,0.275,115,599,36.9,28,113,29,122,344.0,174.0
13611,101,0.257,125,505,36.9,47,80,22,135,215.0,176.0
13611,101,0.257,125,505,36.9,47,80,22,135,215.0,166.0
13611,101,0.257,125,505,36.9,47,80,22,135,215.0,
13611,101,0.257,125,505,36.9,47,80,22,135,215.0,180.0
13611,101,0.257,125,505,36.9,47,80,22,135,215.0,214.0
13611,101,0.257,125,505,36.9,47,80,22,135,215.0,174.0
13611,79,0.287,93,554,10.8,23,102,35,101,315.0,176.0
13611,79,0.287,93,554,10.8,23,102,35,101,315.0,166.0
13611,79,0.287,93,554,10.8,23,102,35,101,315.0,
13611,79,0.287,93,554,10.8,23,102,35,101,315.0,180.0
13611,79,0.287,93,554,10.8,23,102,35,101,315.0,214.0
13611,79,0.287,93,554,10.8,23,102,35,101,315.0,174.0
13611,82,0.295,101,524,20.0,25,77,23,92,246.0,176.0
13611,82,0.295,101,524,20.0,25,77,23,92,246.0,166.0
13611,82,0.295,101,524,20.0,25,77,23,92,246.0,
13611,82,0.295,101,524,20.0,25,77,23,92,246.0,180.0
13611,82,0.295,101,524,20.0,25,77,23,92,246.0,214.0
13611,82,0.295,101,524,20.0,25,77,23,92,246.0,174.0
10155,124,0.261,82,352,65.4,54,79,15,101,185.0,137.0
10155,124,0.261,82,352,65.4,54,79,15,101,185.0,173.0
10155,124,0.261,82,352,65.4,54,79,15,101,185.0,123.0
10155,124,0.261,82,352,65.4,54,79,15,101,185.0,
10155,124,0.261,82,352,65.4,54,79,15,101,185.0,172.0
10155,124,0.261,82,352,65.4,54,79,15,101,185.0,147.0
10155,158,0.282,103,422,55.4,68,90,4,104,236.0,137.0
10155,158,0.282,103,422,55.4,68,90,4,104,236.0,173.0
10155,158,0.282,103,422,55.4,68,90,4,104,236.0,123.0
10155,158,0.282,103,422,55.4,68,90,4,104,236.0,
10155,158,0.282,103,422,55.4,68,90,4,104,236.0,172.0
10155,158,0.282,103,422,55.4,68,90,4,104,236.0,147.0
10155,137,0.26,92,417,56.2,56,100,4,123,246.0,137.0
10155,137,0.26,92,417,56.2,56,100,4,123,246.0,173.0
10155,137,0.26,92,417,56.2,56,100,4,123,246.0,123.0
10155,137,0.26,92,417,56.2,56,100,4,123,246.0,
10155,137,0.26,92,417,56.2,56,100,4,123,246.0,172.0
10155,137,0.26,92,417,56.2,56,100,4,123,246.0,147.0
10155,120,0.258,94,354,60.4,62,104,17,110,157.0,137.0
10155,120,0.258,94,354,60.4,62,104,17,110,157.0,173.0
10155,120,0.258,94,354,60.4,62,104,17,110,157.0,123.0
10155,120,0.258,94,354,60.4,62,104,17,110,157.0,
10155,120,0.258,94,354,60.4,62,104,17,110,157.0,172.0
10155,120,0.258,94,354,60.4,62,104,17,110,157.0,147.0
10155,90,0.255,58,316,49.6,38,72,14,92,175.0,137.0
10155,90,0.255,58,316,49.6,38,72,14,92,175.0,173.0
10155,90,0.255,58,316,49.6,38,72,14,92,175.0,123.0
10155,90,0.255,58,316,49.6,38,72,14,92,175.0,
10155,90,0.255,58,316,49.6,38,72,14,92,175.0,172.0
10155,90,0.255,58,316,49.6,38,72,14,92,175.0,147.0
11579,131,0.226,87,394,77.3,48,99,9,118,223.0,123.0
11579,131,0.226,87,394,77.3,48,99,9,118,223.0,137.0
11579,131,0.226,87,394,77.3,48,99,9,118,223.0,
11579,131,0.226,87,394,77.3,48,99,9,118,223.0,149.0
11579,131,0.226,87,394,77.3,48,99,9,118,223.0,134.0
11579,131,0.226,87,394,77.3,48,99,9,118,223.0,172.0
11579,99,0.237,71,324,39.4,31,87,8,95,184.0,123.0
11579,99,0.237,71,324,39.4,31,87,8,95,184.0,137.0
11579,99,0.237,71,324,39.4,31,87,8,95,184.0,
11579,99,0.237,71,324,39.4,31,87,8,95,184.0,149.0
11579,99,0.237,71,324,39.4,31,87,8,95,184.0,134.0
11579,99,0.237,71,324,39.4,31,87,8,95,184.0,172.0
11579,178,0.267,94,399,26.8,54,114,8,98,225.0,123.0
11579,178,0.267,94,399,26.8,54,114,8,98,225.0,137.0
11579,178,0.267,94,399,26.8,54,114,8,98,225.0,
11579,178,0.267,94,399,26.8,54,114,8,98,225.0,149.0
11579,178,0.267,94,399,26.8,54,114,8,98,225.0,134.0
11579,178,0.267,94,399,26.8,54,114,8,98,225.0,172.0
11579,169,0.25,86,390,34.6,39,100,5,103,206.0,123.0
11579,169,0.25,86,390,34.6,39,100,5,103,206.0,137.0
11579,169,0.25,86,390,34.6,39,100,5,103,206.0,
11579,169,0.25,86,390,34.6,39,100,5,103,206.0,149.0
11579,169,0.25,86,390,34.6,39,100,5,103,206.0,134.0
11579,169,0.25,86,390,34.6,39,100,5,103,206.0,172.0
11579,117,0.236,68,399,13.0,29,86,15,84,204.0,123.0
11579,117,0.236,68,399,13.0,29,86,15,84,204.0,137.0
11579,117,0.236,68,399,13.0,29,86,15,84,204.0,
11579,117,0.236,68,399,13.0,29,86,15,84,204.0,149.0
11579,117,0.236,68,399,13.0,29,86,15,84,204.0,134.0
11579,117,0.236,68,399,13.0,29,86,15,84,204.0,172.0
15640,208,0.29,74,338,62.5,84,114,9,128,209.0,115.0
15640,208,0.29,74,338,62.5,84,114,9,128,209.0,103.0
15640,208,0.29,74,338,62.5,84,114,9,128,209.0,
15640,208,0.29,74,338,62.5,84,114,9,128,209.0,154.0
15640,152,0.316,62,266,31.0,41,67,5,77,157.0,115.0
15640,152,0.316,62,266,31.0,41,67,5,77,157.0,103.0
15640,152,0.316,62,266,31.0,41,67,5,77,157.0,
15640,152,0.316,62,266,31.0,41,67,5,77,157.0,154.0
15640,141,0.317,65,239,24.1,47,55,2,75,129.0,115.0
15640,141,0.317,65,239,24.1,47,55,2,75,129.0,103.0
15640,141,0.317,65,239,24.1,47,55,2,75,129.0,
15640,141,0.317,65,239,24.1,47,55,2,75,129.0,154.0
15640,42,0.36,6,43,-4.0,5,10,0,10,21.0,115.0
15640,42,0.36,6,43,-4.0,5,10,0,10,21.0,103.0
15640,42,0.36,6,43,-4.0,5,10,0,10,21.0,
15640,42,0.36,6,43,-4.0,5,10,0,10,21.0,154.0
5038,133,0.255,86,499,47.9,57,123,18,122,266.0,164.0
5038,133,0.255,86,499,47.9,57,123,18,122,266.0,112.0
5038,133,0.255,86,499,47.9,57,123,18,122,266.0,184.0
5038,133,0.255,86,499,47.9,57,123,18,122,266.0,
5038,133,0.255,86,499,47.9,57,123,18,122,266.0,46.0
5038,133,0.255,86,499,47.9,57,123,18,122,266.0,142.0
5038,119,0.252,98,463,49.0,52,99,19,122,237.0,164.0
5038,119,0.252,98,463,49.0,52,99,19,122,237.0,112.0
5038,119,0.252,98,463,49.0,52,99,19,122,237.0,184.0
5038,119,0.252,98,463,49.0,52,99,19,122,237.0,
5038,119,0.252,98,463,49.0,52,99,19,122,237.0,46.0
5038,119,0.252,98,463,49.0,52,99,19,122,237.0,142.0
5038,155,0.267,85,396,32.7,60,94,18,96,203.0,164.0
5038,155,0.267,85,396,32.7,60,94,18,96,203.0,112.0
5038,155,0.267,85,396,32.7,60,94,18,96,203.0,184.0
5038,155,0.267,85,396,32.7,60,94,18,96,203.0,
5038,155,0.267,85,396,32.7,60,94,18,96,203.0,46.0
5038,155,0.267,85,396,32.7,60,94,18,96,203.0,142.0
5038,111,0.271,51,306,31.6,39,78,14,65,154.0,164.0
5038,111,0.271,51,306,31.6,39,78,14,65,154.0,112.0
5038,111,0.271,51,306,31.6,39,78,14,65,154.0,184.0
5038,111,0.271,51,306,31.6,39,78,14,65,154.0,
5038,111,0.271,51,306,31.6,39,78,14,65,154.0,46.0
5038,111,0.271,51,306,31.6,39,78,14,65,154.0,142.0
5038,54,0.306,23,134,5.3,11,23,5,30,80.0,164.0
5038,54,0.306,23,134,5.3,11,23,5,30,80.0,112.0
5038,54,0.306,23,134,5.3,11,23,5,30,80.0,184.0
5038,54,0.306,23,134,5.3,11,23,5,30,80.0,
5038,54,0.306,23,134,5.3,11,23,5,30,80.0,46.0
5038,54,0.306,23,134,5.3,11,23,5,30,80.0,142.0
17678,83,0.25,108,479,58.7,22,112,26,122,237.0,
17678,83,0.25,108,479,58.7,22,112,26,122,237.0,164.0
17678,83,0.25,108,479,58.7,22,112,26,122,237.0,170.0
17678,83,0.25,108,479,58.7,22,112,26,122,237.0,158.0
17678,85,0.252,112,512,46.5,38,103,28,105,296.0,
17678,85,0.252,112,512,46.5,38,103,28,105,296.0,164.0
17678,85,0.252,112,512,46.5,38,103,28,105,296.0,170.0
17678,85,0.252,112,512,46.5,38,103,28,105,296.0,158.0
17678,97,0.239,101,467,15.8,16,71,31,88,263.0,
17678,97,0.239,101,467,15.8,16,71,31,88,263.0,164.0
17678,97,0.239,101,467,15.8,16,71,31,88,263.0,170.0
17678,97,0.239,101,467,15.8,16,71,31,88,263.0,158.0
17678,52,0.284,42,150,3.1,8,34,8,31,67.0,
17678,52,0.284,42,150,3.1,8,34,8,31,67.0,164.0
17678,52,0.284,42,150,3.1,8,34,8,31,67.0,170.0
17678,52,0.284,42,150,3.1,8,34,8,31,67.0,158.0
13510,80,0.2319999999999999,104,504,43.7,35,105,30,110,130.0,123.0
13510,80,0.2319999999999999,104,504,43.7,35,105,30,110,130.0,156.0
13510,80,0.2319999999999999,104,504,43.7,35,105,30,110,130.0,186.0
13510,80,0.2319999999999999,104,504,43.7,35,105,30,110,130.0,
13510,80,0.2319999999999999,104,504,43.7,35,105,30,110,130.0,69.0
13510,80,0.2319999999999999,104,504,43.7,35,105,30,110,130.0,176.0
13510,69,0.231,111,521,41.2,24,83,20,107,130.0,123.0
13510,69,0.231,111,521,41.2,24,83,20,107,130.0,156.0
13510,69,0.231,111,521,41.2,24,83,20,107,130.0,186.0
13510,69,0.231,111,521,41.2,24,83,20,107,130.0,
13510,69,0.231,111,521,41.2,24,83,20,107,130.0,69.0
13510,69,0.231,111,521,41.2,24,83,20,107,130.0,176.0
13510,62,0.245,115,508,18.6,13,76,18,84,130.0,123.0
13510,62,0.245,115,508,18.6,13,76,18,84,130.0,156.0
13510,62,0.245,115,508,18.6,13,76,18,84,130.0,186.0
13510,62,0.245,115,508,18.6,13,76,18,84,130.0,
13510,62,0.245,115,508,18.6,13,76,18,84,130.0,69.0
13510,62,0.245,115,508,18.6,13,76,18,84,130.0,176.0
13510,74,0.243,85,414,6.8,25,83,20,68,130.0,123.0
13510,74,0.243,85,414,6.8,25,83,20,68,130.0,156.0
13510,74,0.243,85,414,6.8,25,83,20,68,130.0,186.0
13510,74,0.243,85,414,6.8,25,83,20,68,130.0,
13510,74,0.243,85,414,6.8,25,83,20,68,130.0,69.0
13510,74,0.243,85,414,6.8,25,83,20,68,130.0,176.0
13510,39,0.261,44,283,-9.4,5,27,13,50,130.0,123.0
13510,39,0.261,44,283,-9.4,5,27,13,50,130.0,156.0
13510,39,0.261,44,283,-9.4,5,27,13,50,130.0,186.0
13510,39,0.261,44,283,-9.4,5,27,13,50,130.0,
13510,39,0.261,44,283,-9.4,5,27,13,50,130.0,69.0
13510,39,0.261,44,283,-9.4,5,27,13,50,130.0,176.0
15429,154,0.258,107,452,45.1,53,102,25,121,246.0,162.0
15429,154,0.258,107,452,45.1,53,102,25,121,246.0,106.0
15429,154,0.258,107,452,45.1,53,102,25,121,246.0,176.0
15429,154,0.258,107,452,45.1,53,102,25,121,246.0,
15429,154,0.258,107,452,45.1,53,102,25,121,246.0,153.0
15429,128,0.239,85,427,43.9,38,73,10,111,248.0,162.0
15429,128,0.239,85,427,43.9,38,73,10,111,248.0,106.0
15429,128,0.239,85,427,43.9,38,73,10,111,248.0,176.0
15429,128,0.239,85,427,43.9,38,73,10,111,248.0,
15429,128,0.239,85,427,43.9,38,73,10,111,248.0,153.0
15429,199,0.284,75,365,29.9,39,99,13,87,190.0,162.0
15429,199,0.284,75,365,29.9,39,99,13,87,190.0,106.0
15429,199,0.284,75,365,29.9,39,99,13,87,190.0,176.0
15429,199,0.284,75,365,29.9,39,99,13,87,190.0,
15429,199,0.284,75,365,29.9,39,99,13,87,190.0,153.0
15429,145,0.257,83,400,32.6,35,77,20,108,212.0,162.0
15429,145,0.257,83,400,32.6,35,77,20,108,212.0,106.0
15429,145,0.257,83,400,32.6,35,77,20,108,212.0,176.0
15429,145,0.257,83,400,32.6,35,77,20,108,212.0,
15429,145,0.257,83,400,32.6,35,77,20,108,212.0,153.0
15429,107,0.268,72,285,16.4,24,52,11,59,155.0,162.0
15429,107,0.268,72,285,16.4,24,52,11,59,155.0,106.0
15429,107,0.268,72,285,16.4,24,52,11,59,155.0,176.0
15429,107,0.268,72,285,16.4,24,52,11,59,155.0,
15429,107,0.268,72,285,16.4,24,52,11,59,155.0,153.0
15998,108,0.246,118,454,54.2,57,115,17,121,205.0,
15998,108,0.246,118,454,54.2,57,115,17,121,205.0,145.0
15998,108,0.246,118,454,54.2,57,115,17,121,205.0,170.0
15998,146,0.283,58,337,27.3,39,97,13,87,180.0,
15998,146,0.283,58,337,27.3,39,97,13,87,180.0,145.0
15998,146,0.283,58,337,27.3,39,97,13,87,180.0,170.0
15998,151,0.288,81,409,15.7,35,76,27,84,227.0,
15998,151,0.288,81,409,15.7,35,76,27,84,227.0,145.0
15998,151,0.288,81,409,15.7,35,76,27,84,227.0,170.0
12916,107,0.2339999999999999,120,560,32.6,51,92,23,129,300.0,170.0
12916,107,0.2339999999999999,120,560,32.6,51,92,23,129,300.0,183.0
12916,107,0.2339999999999999,120,560,32.6,51,92,23,129,300.0,
12916,107,0.2339999999999999,120,560,32.6,51,92,23,129,300.0,178.0
12916,107,0.2339999999999999,120,560,32.6,51,92,23,129,300.0,182.0
12916,93,0.2269999999999999,102,566,19.4,38,89,16,99,277.0,170.0
12916,93,0.2269999999999999,102,566,19.4,38,89,16,99,277.0,183.0
12916,93,0.2269999999999999,102,566,19.4,38,89,16,99,277.0,
12916,93,0.2269999999999999,102,566,19.4,38,89,16,99,277.0,178.0
12916,93,0.2269999999999999,102,566,19.4,38,89,16,99,277.0,182.0
12916,98,0.21,99,507,16.6,36,74,25,101,265.0,170.0
12916,98,0.21,99,507,16.6,36,74,25,101,265.0,183.0
12916,98,0.21,99,507,16.6,36,74,25,101,265.0,
12916,98,0.21,99,507,16.6,36,74,25,101,265.0,178.0
12916,98,0.21,99,507,16.6,36,74,25,101,265.0,182.0
12916,88,0.237,119,534,12.6,21,78,8,99,323.0,170.0
12916,88,0.237,119,534,12.6,21,78,8,99,323.0,183.0
12916,88,0.237,119,534,12.6,21,78,8,99,323.0,
12916,88,0.237,119,534,12.6,21,78,8,99,323.0,178.0
12916,88,0.237,119,534,12.6,21,78,8,99,323.0,182.0
12916,69,0.2239999999999999,66,341,15.6,11,51,10,50,199.0,170.0
12916,69,0.2239999999999999,66,341,15.6,11,51,10,50,199.0,183.0
12916,69,0.2239999999999999,66,341,15.6,11,51,10,50,199.0,
12916,69,0.2239999999999999,66,341,15.6,11,51,10,50,199.0,178.0
12916,69,0.2239999999999999,66,341,15.6,11,51,10,50,199.0,182.0
11477,135,0.266,108,441,57.0,54,110,5,118,309.0,161.0
11477,135,0.266,108,441,57.0,54,110,5,118,309.0,
11477,135,0.266,108,441,57.0,54,110,5,118,309.0,170.0
11477,135,0.266,108,441,57.0,54,110,5,118,309.0,143.0
11477,135,0.266,108,441,57.0,54,110,5,118,309.0,187.0
11477,135,0.266,108,441,57.0,54,110,5,118,309.0,172.0
11477,118,0.258,78,374,61.0,59,97,10,100,198.0,161.0
11477,118,0.258,78,374,61.0,59,97,10,100,198.0,
11477,118,0.258,78,374,61.0,59,97,10,100,198.0,170.0
11477,118,0.258,78,374,61.0,59,97,10,100,198.0,143.0
11477,118,0.258,78,374,61.0,59,97,10,100,198.0,187.0
11477,118,0.258,78,374,61.0,59,97,10,100,198.0,172.0
11477,138,0.2769999999999999,104,445,26.8,41,98,5,78,285.0,161.0
11477,138,0.2769999999999999,104,445,26.8,41,98,5,78,285.0,
11477,138,0.2769999999999999,104,445,26.8,41,98,5,78,285.0,170.0
11477,138,0.2769999999999999,104,445,26.8,41,98,5,78,285.0,143.0
11477,138,0.2769999999999999,104,445,26.8,41,98,5,78,285.0,187.0
11477,138,0.2769999999999999,104,445,26.8,41,98,5,78,285.0,172.0
11477,137,0.263,91,472,15.8,29,81,3,100,302.0,161.0
11477,137,0.263,91,472,15.8,29,81,3,100,302.0,
11477,137,0.263,91,472,15.8,29,81,3,100,302.0,170.0
11477,137,0.263,91,472,15.8,29,81,3,100,302.0,143.0
11477,137,0.263,91,472,15.8,29,81,3,100,302.0,187.0
11477,137,0.263,91,472,15.8,29,81,3,100,302.0,172.0
11477,101,0.258,84,375,12.4,16,44,0,63,255.0,161.0
11477,101,0.258,84,375,12.4,16,44,0,63,255.0,
11477,101,0.258,84,375,12.4,16,44,0,63,255.0,170.0
11477,101,0.258,84,375,12.4,16,44,0,63,255.0,143.0
11477,101,0.258,84,375,12.4,16,44,0,63,255.0,187.0
11477,101,0.258,84,375,12.4,16,44,0,63,255.0,172.0
5417,84,0.233,102,511,47.0,29,81,15,112,343.0,169.0
5417,84,0.233,102,511,47.0,29,81,15,112,343.0,204.0
5417,84,0.233,102,511,47.0,29,81,15,112,343.0,149.0
5417,84,0.233,102,511,47.0,29,81,15,112,343.0,200.0
5417,84,0.233,102,511,47.0,29,81,15,112,343.0,216.0
5417,84,0.233,102,511,47.0,29,81,15,112,343.0,
5417,70,0.209,150,580,42.9,36,96,9,108,298.0,169.0
5417,70,0.209,150,580,42.9,36,96,9,108,298.0,204.0
5417,70,0.209,150,580,42.9,36,96,9,108,298.0,149.0
5417,70,0.209,150,580,42.9,36,96,9,108,298.0,200.0
5417,70,0.209,150,580,42.9,36,96,9,108,298.0,216.0
5417,70,0.209,150,580,42.9,36,96,9,108,298.0,
5417,79,0.241,108,459,23.8,24,61,8,84,279.0,169.0
5417,79,0.241,108,459,23.8,24,61,8,84,279.0,204.0
5417,79,0.241,108,459,23.8,24,61,8,84,279.0,149.0
5417,79,0.241,108,459,23.8,24,61,8,84,279.0,200.0
5417,79,0.241,108,459,23.8,24,61,8,84,279.0,216.0
5417,79,0.241,108,459,23.8,24,61,8,84,279.0,
5417,67,0.2019999999999999,104,580,18.7,19,66,17,86,324.0,169.0
5417,67,0.2019999999999999,104,580,18.7,19,66,17,86,324.0,204.0
5417,67,0.2019999999999999,104,580,18.7,19,66,17,86,324.0,149.0
5417,67,0.2019999999999999,104,580,18.7,19,66,17,86,324.0,200.0
5417,67,0.2019999999999999,104,580,18.7,19,66,17,86,324.0,216.0
5417,67,0.2019999999999999,104,580,18.7,19,66,17,86,324.0,
5417,82,0.25,72,422,25.6,33,74,14,89,276.0,169.0
5417,82,0.25,72,422,25.6,33,74,14,89,276.0,204.0
5417,82,0.25,72,422,25.6,33,74,14,89,276.0,149.0
5417,82,0.25,72,422,25.6,33,74,14,89,276.0,200.0
5417,82,0.25,72,422,25.6,33,74,14,89,276.0,216.0
5417,82,0.25,72,422,25.6,33,74,14,89,276.0,
4314,135,0.254,102,412,63.1,39,80,2,95,228.0,181.0
4314,135,0.254,102,412,63.1,39,80,2,95,228.0,143.0
4314,135,0.254,102,412,63.1,39,80,2,95,228.0,179.0
4314,135,0.254,102,412,63.1,39,80,2,95,228.0,137.0
4314,135,0.254,102,412,63.1,39,80,2,95,228.0,171.0
4314,135,0.254,102,412,63.1,39,80,2,95,228.0,
4314,83,0.208,111,482,64.0,42,100,1,106,223.0,181.0
4314,83,0.208,111,482,64.0,42,100,1,106,223.0,143.0
4314,83,0.208,111,482,64.0,42,100,1,106,223.0,179.0
4314,83,0.208,111,482,64.0,42,100,1,106,223.0,137.0
4314,83,0.208,111,482,64.0,42,100,1,106,223.0,171.0
4314,83,0.208,111,482,64.0,42,100,1,106,223.0,
4314,120,0.23,121,444,53.1,37,97,0,101,226.0,181.0
4314,120,0.23,121,444,53.1,37,97,0,101,226.0,143.0
4314,120,0.23,121,444,53.1,37,97,0,101,226.0,179.0
4314,120,0.23,121,444,53.1,37,97,0,101,226.0,137.0
4314,120,0.23,121,444,53.1,37,97,0,101,226.0,171.0
4314,120,0.23,121,444,53.1,37,97,0,101,226.0,
4314,101,0.228,127,405,28.0,27,67,0,67,190.0,181.0
4314,101,0.228,127,405,28.0,27,67,0,67,190.0,143.0
4314,101,0.228,127,405,28.0,27,67,0,67,190.0,179.0
4314,101,0.228,127,405,28.0,27,67,0,67,190.0,137.0
4314,101,0.228,127,405,28.0,27,67,0,67,190.0,171.0
4314,101,0.228,127,405,28.0,27,67,0,67,190.0,
4314,123,0.25,102,405,6.1,26,47,4,79,179.0,181.0
4314,123,0.25,102,405,6.1,26,47,4,79,179.0,143.0
4314,123,0.25,102,405,6.1,26,47,4,79,179.0,179.0
4314,123,0.25,102,405,6.1,26,47,4,79,179.0,137.0
4314,123,0.25,102,405,6.1,26,47,4,79,179.0,171.0
4314,123,0.25,102,405,6.1,26,47,4,79,179.0,
9218,151,0.266,99,424,57.9,52,110,8,103,244.0,172.0
9218,151,0.266,99,424,57.9,52,110,8,103,244.0,172.0
9218,151,0.266,99,424,57.9,52,110,8,103,244.0,155.0
9218,151,0.266,99,424,57.9,52,110,8,103,244.0,166.0
9218,151,0.266,99,424,57.9,52,110,8,103,244.0,182.0
9218,151,0.266,99,424,57.9,52,110,8,103,244.0,
9218,147,0.3,78,416,44.6,51,120,12,117,234.0,172.0
9218,147,0.3,78,416,44.6,51,120,12,117,234.0,172.0
9218,147,0.3,78,416,44.6,51,120,12,117,234.0,155.0
9218,147,0.3,78,416,44.6,51,120,12,117,234.0,166.0
9218,147,0.3,78,416,44.6,51,120,12,117,234.0,182.0
9218,147,0.3,78,416,44.6,51,120,12,117,234.0,
9218,173,0.296,105,421,42.4,55,83,18,95,216.0,172.0
9218,173,0.296,105,421,42.4,55,83,18,95,216.0,172.0
9218,173,0.296,105,421,42.4,55,83,18,95,216.0,155.0
9218,173,0.296,105,421,42.4,55,83,18,95,216.0,166.0
9218,173,0.296,105,421,42.4,55,83,18,95,216.0,182.0
9218,173,0.296,105,421,42.4,55,83,18,95,216.0,
9218,150,0.273,108,438,37.1,31,95,18,106,237.0,172.0
9218,150,0.273,108,438,37.1,31,95,18,106,237.0,172.0
9218,150,0.273,108,438,37.1,31,95,18,106,237.0,155.0
9218,150,0.273,108,438,37.1,31,95,18,106,237.0,166.0
9218,150,0.273,108,438,37.1,31,95,18,106,237.0,182.0
9218,150,0.273,108,438,37.1,31,95,18,106,237.0,
9218,166,0.282,96,436,15.2,46,97,15,97,208.0,172.0
9218,166,0.282,96,436,15.2,46,97,15,97,208.0,172.0
9218,166,0.282,96,436,15.2,46,97,15,97,208.0,155.0
9218,166,0.282,96,436,15.2,46,97,15,97,208.0,166.0
9218,166,0.282,96,436,15.2,46,97,15,97,208.0,182.0
9218,166,0.282,96,436,15.2,46,97,15,97,208.0,
11493,104,0.2319999999999999,95,533,35.9,54,107,26,84,270.0,150.0
11493,104,0.2319999999999999,95,533,35.9,54,107,26,84,270.0,188.0
11493,104,0.2319999999999999,95,533,35.9,54,107,26,84,270.0,163.0
11493,104,0.2319999999999999,95,533,35.9,54,107,26,84,270.0,181.0
11493,104,0.2319999999999999,95,533,35.9,54,107,26,84,270.0,
11493,104,0.2319999999999999,95,533,35.9,54,107,26,84,270.0,188.0
11493,111,0.238,92,528,32.4,39,86,28,102,271.0,150.0
11493,111,0.238,92,528,32.4,39,86,28,102,271.0,188.0
11493,111,0.238,92,528,32.4,39,86,28,102,271.0,163.0
11493,111,0.238,92,528,32.4,39,86,28,102,271.0,181.0
11493,111,0.238,92,528,32.4,39,86,28,102,271.0,
11493,111,0.238,92,528,32.4,39,86,28,102,271.0,188.0
11493,120,0.239,105,525,27.6,47,96,32,105,249.0,150.0
11493,120,0.239,105,525,27.6,47,96,32,105,249.0,188.0
11493,120,0.239,105,525,27.6,47,96,32,105,249.0,163.0
11493,120,0.239,105,525,27.6,47,96,32,105,249.0,181.0
11493,120,0.239,105,525,27.6,47,96,32,105,249.0,
11493,120,0.239,105,525,27.6,47,96,32,105,249.0,188.0
11493,128,0.257,79,462,8.6,35,85,26,81,212.0,150.0
11493,128,0.257,79,462,8.6,35,85,26,81,212.0,188.0
11493,128,0.257,79,462,8.6,35,85,26,81,212.0,163.0
11493,128,0.257,79,462,8.6,35,85,26,81,212.0,181.0
11493,128,0.257,79,462,8.6,35,85,26,81,212.0,
11493,128,0.257,79,462,8.6,35,85,26,81,212.0,188.0
11493,115,0.237,82,524,3.9,49,95,29,81,250.0,150.0
11493,115,0.237,82,524,3.9,49,95,29,81,250.0,188.0
11493,115,0.237,82,524,3.9,49,95,29,81,250.0,163.0
11493,115,0.237,82,524,3.9,49,95,29,81,250.0,181.0
11493,115,0.237,82,524,3.9,49,95,29,81,250.0,
11493,115,0.237,82,524,3.9,49,95,29,81,250.0,188.0
12861,86,0.223,99,468,51.8,51,126,22,117,232.0,
12861,86,0.223,99,468,51.8,51,126,22,117,232.0,82.0
12861,86,0.223,99,468,51.8,51,126,22,117,232.0,163.0
12861,86,0.223,99,468,51.8,51,126,22,117,232.0,174.0
12861,86,0.223,99,468,51.8,51,126,22,117,232.0,153.0
12861,86,0.223,99,468,51.8,51,126,22,117,232.0,153.0
12861,82,0.239,81,432,37.4,25,100,17,81,214.0,
12861,82,0.239,81,432,37.4,25,100,17,81,214.0,82.0
12861,82,0.239,81,432,37.4,25,100,17,81,214.0,163.0
12861,82,0.239,81,432,37.4,25,100,17,81,214.0,174.0
12861,82,0.239,81,432,37.4,25,100,17,81,214.0,153.0
12861,82,0.239,81,432,37.4,25,100,17,81,214.0,153.0
12861,82,0.235,108,455,33.2,43,92,21,88,226.0,
12861,82,0.235,108,455,33.2,43,92,21,88,226.0,82.0
12861,82,0.235,108,455,33.2,43,92,21,88,226.0,163.0
12861,82,0.235,108,455,33.2,43,92,21,88,226.0,174.0
12861,82,0.235,108,455,33.2,43,92,21,88,226.0,153.0
12861,82,0.235,108,455,33.2,43,92,21,88,226.0,153.0
12861,117,0.264,94,458,13.0,25,85,25,91,229.0,
12861,117,0.264,94,458,13.0,25,85,25,91,229.0,82.0
12861,117,0.264,94,458,13.0,25,85,25,91,229.0,163.0
12861,117,0.264,94,458,13.0,25,85,25,91,229.0,174.0
12861,117,0.264,94,458,13.0,25,85,25,91,229.0,153.0
12861,117,0.264,94,458,13.0,25,85,25,91,229.0,153.0
12861,70,0.28,52,245,0.5,12,25,4,43,130.0,
12861,70,0.28,52,245,0.5,12,25,4,43,130.0,82.0
12861,70,0.28,52,245,0.5,12,25,4,43,130.0,163.0
12861,70,0.28,52,245,0.5,12,25,4,43,130.0,174.0
12861,70,0.28,52,245,0.5,12,25,4,43,130.0,153.0
12861,70,0.28,52,245,0.5,12,25,4,43,130.0,153.0
4949,163,0.282,70,437,52.3,74,132,29,123,211.0,164.0
4949,163,0.282,70,437,52.3,74,132,29,123,211.0,74.0
