IDfg,SO,CSW%,LD,Events,wRAA,Barrels,RBI,IFFB,R,competitive_runs,next_year_hits
7287,129,0.258,97,456,22.6,38,100,12,87,130.0,128.0
7287,129,0.258,97,456,22.6,38,100,12,87,130.0,150.0
7287,129,0.258,97,456,22.6,38,100,12,87,130.0,
7287,113,0.254,57,353,9.6,21,64,15,71,130.0,174.0
7287,113,0.254,57,353,9.6,21,64,15,71,130.0,123.0
7287,113,0.254,57,353,9.6,21,64,15,71,130.0,29.0
7287,113,0.254,57,353,9.6,21,64,15,71,130.0,128.0
7287,113,0.254,57,353,9.6,21,64,15,71,130.0,150.0
7287,113,0.254,57,353,9.6,21,64,15,71,130.0,
7287,119,0.268,70,357,2.7,19,57,11,72,130.0,174.0
7287,119,0.268,70,357,2.7,19,57,11,72,130.0,123.0
7287,119,0.268,70,357,2.7,19,57,11,72,130.0,29.0
7287,119,0.268,70,357,2.7,19,57,11,72,130.0,128.0
7287,119,0.268,70,357,2.7,19,57,11,72,130.0,150.0
7287,119,0.268,70,357,2.7,19,57,11,72,130.0,
7287,52,0.295,18,95,-9.4,5,10,2,21,130.0,174.0
7287,52,0.295,18,95,-9.4,5,10,2,21,130.0,123.0
7287,52,0.295,18,95,-9.4,5,10,2,21,130.0,29.0
7287,52,0.295,18,95,-9.4,5,10,2,21,130.0,128.0
7287,52,0.295,18,95,-9.4,5,10,2,21,130.0,150.0
7287,52,0.295,18,95,-9.4,5,10,2,21,130.0,
10762,80,0.2239999999999999,116,428,11.2,23,55,12,65,209.0,68.0
10762,80,0.2239999999999999,116,428,11.2,23,55,12,65,209.0,79.0
10762,80,0.2239999999999999,116,428,11.2,23,55,12,65,209.0,151.0
10762,80,0.2239999999999999,116,428,11.2,23,55,12,65,209.0,
10762,80,0.2239999999999999,116,428,11.2,23,55,12,65,209.0,125.0
10762,80,0.2239999999999999,116,428,11.2,23,55,12,65,209.0,166.0
10762,152,0.257,98,439,10.6,30,62,9,84,235.0,68.0
10762,152,0.257,98,439,10.6,30,62,9,84,235.0,79.0
10762,152,0.257,98,439,10.6,30,62,9,84,235.0,151.0
10762,152,0.257,98,439,10.6,30,62,9,84,235.0,
10762,152,0.257,98,439,10.6,30,62,9,84,235.0,125.0
10762,152,0.257,98,439,10.6,30,62,9,84,235.0,166.0
10762,56,0.241,52,207,11.3,17,59,14,33,117.0,68.0
10762,56,0.241,52,207,11.3,17,59,14,33,117.0,79.0
10762,56,0.241,52,207,11.3,17,59,14,33,117.0,151.0
10762,56,0.241,52,207,11.3,17,59,14,33,117.0,
10762,56,0.241,52,207,11.3,17,59,14,33,117.0,125.0
10762,56,0.241,52,207,11.3,17,59,14,33,117.0,166.0
10762,56,0.26,50,168,10.8,16,31,8,30,79.0,68.0
10762,56,0.26,50,168,10.8,16,31,8,30,79.0,79.0
10762,56,0.26,50,168,10.8,16,31,8,30,79.0,151.0
10762,56,0.26,50,168,10.8,16,31,8,30,79.0,
10762,56,0.26,50,168,10.8,16,31,8,30,79.0,125.0
10762,56,0.26,50,168,10.8,16,31,8,30,79.0,166.0
10762,134,0.2769999999999999,66,379,0.2,36,70,19,57,187.0,68.0
10762,134,0.2769999999999999,66,379,0.2,36,70,19,57,187.0,79.0
10762,134,0.2769999999999999,66,379,0.2,36,70,19,57,187.0,151.0
10762,134,0.2769999999999999,66,379,0.2,36,70,19,57,187.0,
10762,134,0.2769999999999999,66,379,0.2,36,70,19,57,187.0,125.0
10762,134,0.2769999999999999,66,379,0.2,36,70,19,57,187.0,166.0
14145,77,0.298,39,207,10.9,10,34,7,46,148.0,44.0
14145,77,0.298,39,207,10.9,10,34,7,46,148.0,74.0
14145,77,0.298,39,207,10.9,10,34,7,46,148.0,
14145,73,0.311,26,148,-8.0,5,19,8,22,66.0,44.0
14145,73,0.311,26,148,-8.0,5,19,8,22,66.0,74.0
14145,73,0.311,26,148,-8.0,5,19,8,22,66.0,
14145,73,0.311,26,148,-8.0,5,19,8,22,94.0,44.0
14145,73,0.311,26,148,-8.0,5,19,8,22,94.0,74.0
14145,73,0.311,26,148,-8.0,5,19,8,22,94.0,
14145,59,0.283,28,148,-9.3,2,19,3,23,91.0,44.0
14145,59,0.283,28,148,-9.3,2,19,3,23,91.0,74.0
14145,59,0.283,28,148,-9.3,2,19,3,23,91.0,
8202,90,0.241,89,401,5.1,10,47,10,66,181.0,120.0
8202,90,0.241,89,401,5.1,10,47,10,66,181.0,86.0
8202,90,0.241,89,401,5.1,10,47,10,66,181.0,132.0
8202,90,0.241,89,401,5.1,10,47,10,66,181.0,138.0
8202,90,0.241,89,401,5.1,10,47,10,66,181.0,24.0
8202,90,0.241,89,401,5.1,10,47,10,66,181.0,
8202,76,0.235,80,423,-7.5,9,59,8,57,217.0,120.0
8202,76,0.235,80,423,-7.5,9,59,8,57,217.0,86.0
8202,76,0.235,80,423,-7.5,9,59,8,57,217.0,132.0
8202,76,0.235,80,423,-7.5,9,59,8,57,217.0,138.0
8202,76,0.235,80,423,-7.5,9,59,8,57,217.0,24.0
8202,76,0.235,80,423,-7.5,9,59,8,57,217.0,
8202,71,0.25,87,352,0.0,5,28,7,57,185.0,120.0
8202,71,0.25,87,352,0.0,5,28,7,57,185.0,86.0
8202,71,0.25,87,352,0.0,5,28,7,57,185.0,132.0
8202,71,0.25,87,352,0.0,5,28,7,57,185.0,138.0
8202,71,0.25,87,352,0.0,5,28,7,57,185.0,24.0
8202,71,0.25,87,352,0.0,5,28,7,57,185.0,
8202,68,0.261,69,283,-9.1,7,37,11,41,140.0,120.0
8202,68,0.261,69,283,-9.1,7,37,11,41,140.0,86.0
8202,68,0.261,69,283,-9.1,7,37,11,41,140.0,132.0
8202,68,0.261,69,283,-9.1,7,37,11,41,140.0,138.0
8202,68,0.261,69,283,-9.1,7,37,11,41,140.0,24.0
8202,68,0.261,69,283,-9.1,7,37,11,41,140.0,
8202,27,0.257,20,112,-14.2,4,8,7,10,43.0,120.0
8202,27,0.257,20,112,-14.2,4,8,7,10,43.0,86.0
8202,27,0.257,20,112,-14.2,4,8,7,10,43.0,132.0
8202,27,0.257,20,112,-14.2,4,8,7,10,43.0,138.0
8202,27,0.257,20,112,-14.2,4,8,7,10,43.0,24.0
8202,27,0.257,20,112,-14.2,4,8,7,10,43.0,
4810,97,0.271,62,375,5.8,16,94,14,68,144.0,108.0
4810,97,0.271,62,375,5.8,16,94,14,68,144.0,104.0
4810,97,0.271,62,375,5.8,16,94,14,68,144.0,40.0
4810,97,0.271,62,375,5.8,16,94,14,68,144.0,84.0
4810,97,0.271,62,375,5.8,16,94,14,68,144.0,
4810,97,0.271,62,375,5.8,16,94,14,68,144.0,69.0
4810,58,0.243,50,296,0.6,16,62,16,47,139.0,108.0
4810,58,0.243,50,296,0.6,16,62,16,47,139.0,104.0
4810,58,0.243,50,296,0.6,16,62,16,47,139.0,40.0
4810,58,0.243,50,296,0.6,16,62,16,47,139.0,84.0
4810,58,0.243,50,296,0.6,16,62,16,47,139.0,
4810,58,0.243,50,296,0.6,16,62,16,47,139.0,69.0
4810,99,0.264,71,332,3.2,18,58,14,56,122.0,108.0
4810,99,0.264,71,332,3.2,18,58,14,56,122.0,104.0
4810,99,0.264,71,332,3.2,18,58,14,56,122.0,40.0
4810,99,0.264,71,332,3.2,18,58,14,56,122.0,84.0
4810,99,0.264,71,332,3.2,18,58,14,56,122.0,
4810,99,0.264,71,332,3.2,18,58,14,56,122.0,69.0
4810,53,0.246,43,230,-2.3,13,45,11,28,99.0,108.0
4810,53,0.246,43,230,-2.3,13,45,11,28,99.0,104.0
4810,53,0.246,43,230,-2.3,13,45,11,28,99.0,40.0
4810,53,0.246,43,230,-2.3,13,45,11,28,99.0,84.0
4810,53,0.246,43,230,-2.3,13,45,11,28,99.0,
4810,53,0.246,43,230,-2.3,13,45,11,28,99.0,69.0
4810,40,0.286,33,151,-5.1,5,23,13,22,44.0,108.0
4810,40,0.286,33,151,-5.1,5,23,13,22,44.0,104.0
4810,40,0.286,33,151,-5.1,5,23,13,22,44.0,40.0
4810,40,0.286,33,151,-5.1,5,23,13,22,44.0,84.0
4810,40,0.286,33,151,-5.1,5,23,13,22,44.0,
4810,40,0.286,33,151,-5.1,5,23,13,22,44.0,69.0
10059,74,0.327,26,147,-0.4,13,27,6,28,101.0,18.0
10059,74,0.327,26,147,-0.4,13,27,6,28,101.0,
10059,49,0.325,18,85,-18.1,3,5,3,7,43.0,18.0
10059,49,0.325,18,85,-18.1,3,5,3,7,43.0,
8722,123,0.29,41,207,-5.4,19,32,1,41,110.0,86.0
8722,123,0.29,41,207,-5.4,19,32,1,41,110.0,69.0
8722,123,0.29,41,207,-5.4,19,32,1,41,110.0,9.0
8722,123,0.29,41,207,-5.4,19,32,1,41,110.0,71.0
8722,123,0.29,41,207,-5.4,19,32,1,41,110.0,
8722,123,0.29,41,207,-5.4,19,32,1,41,110.0,55.0
8722,115,0.303,55,225,-8.8,9,31,6,38,112.0,86.0
8722,115,0.303,55,225,-8.8,9,31,6,38,112.0,69.0
8722,115,0.303,55,225,-8.8,9,31,6,38,112.0,9.0
8722,115,0.303,55,225,-8.8,9,31,6,38,112.0,71.0
8722,115,0.303,55,225,-8.8,9,31,6,38,112.0,
8722,115,0.303,55,225,-8.8,9,31,6,38,112.0,55.0
8722,108,0.284,61,250,-2.0,16,47,8,49,147.0,86.0
8722,108,0.284,61,250,-2.0,16,47,8,49,147.0,69.0
8722,108,0.284,61,250,-2.0,16,47,8,49,147.0,9.0
8722,108,0.284,61,250,-2.0,16,47,8,49,147.0,71.0
8722,108,0.284,61,250,-2.0,16,47,8,49,147.0,
8722,108,0.284,61,250,-2.0,16,47,8,49,147.0,55.0
8722,88,0.299,37,151,1.9,24,30,2,39,67.0,86.0
8722,88,0.299,37,151,1.9,24,30,2,39,67.0,69.0
8722,88,0.299,37,151,1.9,24,30,2,39,67.0,9.0
8722,88,0.299,37,151,1.9,24,30,2,39,67.0,71.0
8722,88,0.299,37,151,1.9,24,30,2,39,67.0,
8722,88,0.299,37,151,1.9,24,30,2,39,67.0,55.0
8722,26,0.272,10,38,-5.1,2,3,1,4,20.0,86.0
8722,26,0.272,10,38,-5.1,2,3,1,4,20.0,69.0
8722,26,0.272,10,38,-5.1,2,3,1,4,20.0,9.0
8722,26,0.272,10,38,-5.1,2,3,1,4,20.0,71.0
8722,26,0.272,10,38,-5.1,2,3,1,4,20.0,
8722,26,0.272,10,38,-5.1,2,3,1,4,20.0,55.0
4229,49,0.261,54,290,25.7,30,62,2,61,171.0,137.0
4229,49,0.261,54,290,25.7,30,62,2,61,171.0,
4229,49,0.261,54,290,25.7,30,62,2,61,171.0,124.0
4229,49,0.261,54,290,25.7,30,62,2,61,171.0,46.0
4229,49,0.261,54,290,25.7,30,62,2,61,171.0,96.0
4229,49,0.261,54,290,25.7,30,62,2,61,171.0,115.0
4229,82,0.254,94,384,4.7,13,54,0,64,270.0,137.0
4229,82,0.254,94,384,4.7,13,54,0,64,270.0,
4229,82,0.254,94,384,4.7,13,54,0,64,270.0,124.0
4229,82,0.254,94,384,4.7,13,54,0,64,270.0,46.0
4229,82,0.254,94,384,4.7,13,54,0,64,270.0,96.0
4229,82,0.254,94,384,4.7,13,54,0,64,270.0,115.0
4229,68,0.273,52,239,11.4,18,41,1,40,163.0,137.0
4229,68,0.273,52,239,11.4,18,41,1,40,163.0,
4229,68,0.273,52,239,11.4,18,41,1,40,163.0,124.0
4229,68,0.273,52,239,11.4,18,41,1,40,163.0,46.0
4229,68,0.273,52,239,11.4,18,41,1,40,163.0,96.0
4229,68,0.273,52,239,11.4,18,41,1,40,163.0,115.0
4229,96,0.251,76,394,-6.6,22,40,0,65,269.0,137.0
4229,96,0.251,76,394,-6.6,22,40,0,65,269.0,
4229,96,0.251,76,394,-6.6,22,40,0,65,269.0,124.0
4229,96,0.251,76,394,-6.6,22,40,0,65,269.0,46.0
4229,96,0.251,76,394,-6.6,22,40,0,65,269.0,96.0
4229,96,0.251,76,394,-6.6,22,40,0,65,269.0,115.0
4229,29,0.275,30,124,3.6,6,12,3,17,69.0,137.0
4229,29,0.275,30,124,3.6,6,12,3,17,69.0,
4229,29,0.275,30,124,3.6,6,12,3,17,69.0,124.0
4229,29,0.275,30,124,3.6,6,12,3,17,69.0,46.0
4229,29,0.275,30,124,3.6,6,12,3,17,69.0,96.0
4229,29,0.275,30,124,3.6,6,12,3,17,69.0,115.0
19755,102,0.291,53,226,22.4,32,61,4,59,129.0,110.0
19755,102,0.291,53,226,22.4,32,61,4,59,129.0,
19755,110,0.261,72,280,11.9,32,62,2,51,181.0,110.0
19755,110,0.261,72,280,11.9,32,62,2,51,181.0,
9953,105,0.283,27,174,12.0,26,51,17,48,90.0,26.0
9953,105,0.283,27,174,12.0,26,51,17,48,90.0,
9953,70,0.307,16,97,-2.9,12,25,12,24,32.0,26.0
9953,70,0.307,16,97,-2.9,12,25,12,24,32.0,
1274,145,0.285,70,385,23.7,41,86,11,83,196.0,45.0
1274,145,0.285,70,385,23.7,41,86,11,83,196.0,
1274,67,0.291,30,161,-12.1,12,31,8,19,73.0,45.0
1274,67,0.291,30,161,-12.1,12,31,8,19,73.0,
5209,92,0.256,66,267,12.7,13,48,8,40,127.0,96.0
5209,92,0.256,66,267,12.7,13,48,8,40,127.0,98.0
5209,92,0.256,66,267,12.7,13,48,8,40,127.0,148.0
5209,92,0.256,66,267,12.7,13,48,8,40,127.0,
5209,92,0.256,66,267,12.7,13,48,8,40,127.0,99.0
5209,92,0.256,66,267,12.7,13,48,8,40,127.0,124.0
5209,124,0.275,101,384,-4.7,24,54,7,56,186.0,96.0
5209,124,0.275,101,384,-4.7,24,54,7,56,186.0,98.0
5209,124,0.275,101,384,-4.7,24,54,7,56,186.0,148.0
5209,124,0.275,101,384,-4.7,24,54,7,56,186.0,
5209,124,0.275,101,384,-4.7,24,54,7,56,186.0,99.0
5209,124,0.275,101,384,-4.7,24,54,7,56,186.0,124.0
5209,100,0.235,106,463,-0.7,25,76,5,77,266.0,96.0
5209,100,0.235,106,463,-0.7,25,76,5,77,266.0,98.0
5209,100,0.235,106,463,-0.7,25,76,5,77,266.0,148.0
5209,100,0.235,106,463,-0.7,25,76,5,77,266.0,
5209,100,0.235,106,463,-0.7,25,76,5,77,266.0,99.0
5209,100,0.235,106,463,-0.7,25,76,5,77,266.0,124.0
5209,148,0.286,72,298,-6.5,24,40,6,62,151.0,96.0
5209,148,0.286,72,298,-6.5,24,40,6,62,151.0,98.0
5209,148,0.286,72,298,-6.5,24,40,6,62,151.0,148.0
5209,148,0.286,72,298,-6.5,24,40,6,62,151.0,
5209,148,0.286,72,298,-6.5,24,40,6,62,151.0,99.0
5209,148,0.286,72,298,-6.5,24,40,6,62,151.0,124.0
5209,126,0.251,86,356,-23.5,14,45,11,52,176.0,96.0
5209,126,0.251,86,356,-23.5,14,45,11,52,176.0,98.0
5209,126,0.251,86,356,-23.5,14,45,11,52,176.0,148.0
5209,126,0.251,86,356,-23.5,14,45,11,52,176.0,
5209,126,0.251,86,356,-23.5,14,45,11,52,176.0,99.0
5209,126,0.251,86,356,-23.5,14,45,11,52,176.0,124.0
4579,93,0.264,71,353,6.8,15,63,12,66,221.0,145.0
4579,93,0.264,71,353,6.8,15,63,12,66,221.0,165.0
4579,93,0.264,71,353,6.8,15,63,12,66,221.0,172.0
4579,93,0.264,71,353,6.8,15,63,12,66,221.0,133.0
4579,93,0.264,71,353,6.8,15,63,12,66,221.0,
4579,93,0.264,71,353,6.8,15,63,12,66,221.0,156.0
4579,124,0.276,96,475,0.4,30,54,10,76,288.0,145.0
4579,124,0.276,96,475,0.4,30,54,10,76,288.0,165.0
4579,124,0.276,96,475,0.4,30,54,10,76,288.0,172.0
4579,124,0.276,96,475,0.4,30,54,10,76,288.0,133.0
4579,124,0.276,96,475,0.4,30,54,10,76,288.0,
4579,124,0.276,96,475,0.4,30,54,10,76,288.0,156.0
4579,118,0.2739999999999999,96,465,-2.7,24,70,13,63,261.0,145.0
4579,118,0.2739999999999999,96,465,-2.7,24,70,13,63,261.0,165.0
4579,118,0.2739999999999999,96,465,-2.7,24,70,13,63,261.0,172.0
4579,118,0.2739999999999999,96,465,-2.7,24,70,13,63,261.0,133.0
4579,118,0.2739999999999999,96,465,-2.7,24,70,13,63,261.0,
4579,118,0.2739999999999999,96,465,-2.7,24,70,13,63,261.0,156.0
4579,111,0.254,102,534,-7.8,29,86,15,68,270.0,145.0
4579,111,0.254,102,534,-7.8,29,86,15,68,270.0,165.0
4579,111,0.254,102,534,-7.8,29,86,15,68,270.0,172.0
4579,111,0.254,102,534,-7.8,29,86,15,68,270.0,133.0
4579,111,0.254,102,534,-7.8,29,86,15,68,270.0,
4579,111,0.254,102,534,-7.8,29,86,15,68,270.0,156.0
4579,91,0.265,78,461,-11.4,18,69,15,52,301.0,145.0
4579,91,0.265,78,461,-11.4,18,69,15,52,301.0,165.0
4579,91,0.265,78,461,-11.4,18,69,15,52,301.0,172.0
4579,91,0.265,78,461,-11.4,18,69,15,52,301.0,133.0
4579,91,0.265,78,461,-11.4,18,69,15,52,301.0,
4579,91,0.265,78,461,-11.4,18,69,15,52,301.0,156.0
12907,119,0.24,99,415,6.3,24,86,17,79,194.0,95.0
12907,119,0.24,99,415,6.3,24,86,17,79,194.0,37.0
12907,119,0.24,99,415,6.3,24,86,17,79,194.0,136.0
12907,119,0.24,99,415,6.3,24,86,17,79,194.0,152.0
12907,119,0.24,99,415,6.3,24,86,17,79,194.0,117.0
12907,119,0.24,99,415,6.3,24,86,17,79,194.0,
12907,117,0.25,65,354,16.8,32,81,20,75,175.0,95.0
12907,117,0.25,65,354,16.8,32,81,20,75,175.0,37.0
12907,117,0.25,65,354,16.8,32,81,20,75,175.0,136.0
12907,117,0.25,65,354,16.8,32,81,20,75,175.0,152.0
12907,117,0.25,65,354,16.8,32,81,20,75,175.0,117.0
12907,117,0.25,65,354,16.8,32,81,20,75,175.0,
12907,121,0.255,92,475,-4.6,19,52,14,83,270.0,95.0
12907,121,0.255,92,475,-4.6,19,52,14,83,270.0,37.0
12907,121,0.255,92,475,-4.6,19,52,14,83,270.0,136.0
12907,121,0.255,92,475,-4.6,19,52,14,83,270.0,152.0
12907,121,0.255,92,475,-4.6,19,52,14,83,270.0,117.0
12907,121,0.255,92,475,-4.6,19,52,14,83,270.0,
12907,60,0.231,65,321,-8.2,11,35,12,39,155.0,95.0
12907,60,0.231,65,321,-8.2,11,35,12,39,155.0,37.0
12907,60,0.231,65,321,-8.2,11,35,12,39,155.0,136.0
12907,60,0.231,65,321,-8.2,11,35,12,39,155.0,152.0
12907,60,0.231,65,321,-8.2,11,35,12,39,155.0,117.0
12907,60,0.231,65,321,-8.2,11,35,12,39,155.0,
12907,49,0.268,20,105,-2.1,10,17,7,23,44.0,95.0
12907,49,0.268,20,105,-2.1,10,17,7,23,44.0,37.0
12907,49,0.268,20,105,-2.1,10,17,7,23,44.0,136.0
12907,49,0.268,20,105,-2.1,10,17,7,23,44.0,152.0
12907,49,0.268,20,105,-2.1,10,17,7,23,44.0,117.0
12907,49,0.268,20,105,-2.1,10,17,7,23,44.0,
13862,87,0.26,62,325,6.7,12,50,11,54,184.0,48.0
13862,87,0.26,62,325,6.7,12,50,11,54,184.0,123.0
13862,87,0.26,62,325,6.7,12,50,11,54,184.0,83.0
13862,87,0.26,62,325,6.7,12,50,11,54,184.0,
13862,43,0.2789999999999999,38,175,10.9,13,35,3,38,122.0,48.0
13862,43,0.2789999999999999,38,175,10.9,13,35,3,38,122.0,123.0
13862,43,0.2789999999999999,38,175,10.9,13,35,3,38,122.0,83.0
13862,43,0.2789999999999999,38,175,10.9,13,35,3,38,122.0,
13862,38,0.262,39,150,-2.2,9,24,4,22,78.0,48.0
13862,38,0.262,39,150,-2.2,9,24,4,22,78.0,123.0
13862,38,0.262,39,150,-2.2,9,24,4,22,78.0,83.0
13862,38,0.262,39,150,-2.2,9,24,4,22,78.0,
13862,64,0.262,62,293,-9.6,15,44,12,41,171.0,48.0
13862,64,0.262,62,293,-9.6,15,44,12,41,171.0,123.0
13862,64,0.262,62,293,-9.6,15,44,12,41,171.0,83.0
13862,64,0.262,62,293,-9.6,15,44,12,41,171.0,
15223,75,0.231,123,484,0.0,9,50,8,80,260.0,
15223,75,0.231,123,484,0.0,9,50,8,80,260.0,154.0
15223,75,0.231,123,484,0.0,9,50,8,80,260.0,88.0
15223,75,0.231,123,484,0.0,9,50,8,80,260.0,112.0
15223,53,0.242,52,267,8.0,8,35,3,52,161.0,
15223,53,0.242,52,267,8.0,8,35,3,52,161.0,154.0
15223,53,0.242,52,267,8.0,8,35,3,52,161.0,88.0
15223,53,0.242,52,267,8.0,8,35,3,52,161.0,112.0
15223,57,0.245,89,353,0.5,7,53,3,55,206.0,
15223,57,0.245,89,353,0.5,7,53,3,55,206.0,154.0
15223,57,0.245,89,353,0.5,7,53,3,55,206.0,88.0
15223,57,0.245,89,353,0.5,7,53,3,55,206.0,112.0
15223,26,0.272,40,121,2.2,2,11,1,21,70.0,
15223,26,0.272,40,121,2.2,2,11,1,21,70.0,154.0
15223,26,0.272,40,121,2.2,2,11,1,21,70.0,88.0
15223,26,0.272,40,121,2.2,2,11,1,21,70.0,112.0
12092,138,0.297,79,287,-1.8,17,45,6,61,157.0,
12092,138,0.297,79,287,-1.8,17,45,6,61,157.0,105.0
12092,132,0.288,71,314,3.0,23,53,5,55,188.0,
12092,132,0.288,71,314,3.0,23,53,5,55,188.0,105.0
6547,83,0.262,86,445,-7.0,9,59,17,66,249.0,128.0
6547,83,0.262,86,445,-7.0,9,59,17,66,249.0,96.0
6547,83,0.262,86,445,-7.0,9,59,17,66,249.0,99.0
6547,83,0.262,86,445,-7.0,9,59,17,66,249.0,69.0
6547,83,0.262,86,445,-7.0,9,59,17,66,249.0,
6547,83,0.262,86,445,-7.0,9,59,17,66,249.0,133.0
6547,88,0.271,86,416,-5.9,12,58,13,52,223.0,128.0
6547,88,0.271,86,416,-5.9,12,58,13,52,223.0,96.0
6547,88,0.271,86,416,-5.9,12,58,13,52,223.0,99.0
6547,88,0.271,86,416,-5.9,12,58,13,52,223.0,69.0
6547,88,0.271,86,416,-5.9,12,58,13,52,223.0,
6547,88,0.271,86,416,-5.9,12,58,13,52,223.0,133.0
6547,87,0.305,85,311,-6.5,13,39,11,43,149.0,128.0
6547,87,0.305,85,311,-6.5,13,39,11,43,149.0,96.0
6547,87,0.305,85,311,-6.5,13,39,11,43,149.0,99.0
6547,87,0.305,85,311,-6.5,13,39,11,43,149.0,69.0
6547,87,0.305,85,311,-6.5,13,39,11,43,149.0,
6547,87,0.305,85,311,-6.5,13,39,11,43,149.0,133.0
6547,57,0.314,46,199,-1.3,12,22,10,24,115.0,128.0
6547,57,0.314,46,199,-1.3,12,22,10,24,115.0,96.0
6547,57,0.314,46,199,-1.3,12,22,10,24,115.0,99.0
6547,57,0.314,46,199,-1.3,12,22,10,24,115.0,69.0
6547,57,0.314,46,199,-1.3,12,22,10,24,115.0,
6547,57,0.314,46,199,-1.3,12,22,10,24,115.0,133.0
6547,73,0.29,67,328,-16.5,6,34,6,34,170.0,128.0
6547,73,0.29,67,328,-16.5,6,34,6,34,170.0,96.0
6547,73,0.29,67,328,-16.5,6,34,6,34,170.0,99.0
6547,73,0.29,67,328,-16.5,6,34,6,34,170.0,69.0
6547,73,0.29,67,328,-16.5,6,34,6,34,170.0,
6547,73,0.29,67,328,-16.5,6,34,6,34,170.0,133.0
16424,61,0.257,34,165,14.3,19,38,5,42,89.0,
16424,61,0.257,34,165,14.3,19,38,5,42,89.0,62.0
16424,61,0.257,34,165,14.3,19,38,5,42,89.0,17.0
16424,18,0.252,11,74,-3.2,4,7,2,16,40.0,
16424,18,0.252,11,74,-3.2,4,7,2,16,40.0,62.0
16424,18,0.252,11,74,-3.2,4,7,2,16,40.0,17.0
16424,22,0.294,9,57,-2.7,3,11,5,6,25.0,
16424,22,0.294,9,57,-2.7,3,11,5,6,25.0,62.0
16424,22,0.294,9,57,-2.7,3,11,5,6,25.0,17.0
11609,102,0.29,41,260,17.0,29,64,7,57,162.0,
11609,102,0.29,41,260,17.0,29,64,7,57,162.0,104.0
11609,102,0.29,41,260,17.0,29,64,7,57,162.0,118.0
11609,102,0.29,41,260,17.0,29,64,7,57,162.0,98.0
11609,67,0.297,33,186,10.4,15,35,2,33,142.0,
11609,67,0.297,33,186,10.4,15,35,2,33,142.0,104.0
11609,67,0.297,33,186,10.4,15,35,2,33,142.0,118.0
11609,67,0.297,33,186,10.4,15,35,2,33,142.0,98.0
11609,98,0.29,48,282,14.8,26,74,8,50,193.0,
11609,98,0.29,48,282,14.8,26,74,8,50,193.0,104.0
11609,98,0.29,48,282,14.8,26,74,8,50,193.0,118.0
11609,98,0.29,48,282,14.8,26,74,8,50,193.0,98.0
11609,121,0.271,60,357,2.7,24,54,11,50,243.0,
11609,121,0.271,60,357,2.7,24,54,11,50,243.0,104.0
11609,121,0.271,60,357,2.7,24,54,11,50,243.0,118.0
11609,121,0.271,60,357,2.7,24,54,11,50,243.0,98.0
3711,140,0.29,53,258,13.4,22,61,10,67,109.0,
3711,140,0.29,53,258,13.4,22,61,10,67,109.0,54.0
3711,140,0.29,53,258,13.4,22,61,10,67,109.0,98.0
3711,163,0.293,62,306,22.3,35,63,5,83,146.0,
3711,163,0.293,62,306,22.3,35,63,5,83,146.0,54.0
3711,163,0.293,62,306,22.3,35,63,5,83,146.0,98.0
3711,97,0.3229999999999999,30,150,3.4,25,37,5,41,74.0,
3711,97,0.3229999999999999,30,150,3.4,25,37,5,41,74.0,54.0
3711,97,0.3229999999999999,30,150,3.4,25,37,5,41,74.0,98.0
5930,80,0.259,147,552,17.2,14,93,11,78,299.0,118.0
5930,80,0.259,147,552,17.2,14,93,11,78,299.0,181.0
5930,80,0.259,147,552,17.2,14,93,11,78,299.0,161.0
5930,80,0.259,147,552,17.2,14,93,11,78,299.0,
5930,80,0.259,147,552,17.2,14,93,11,78,299.0,185.0
5930,80,0.259,147,552,17.2,14,93,11,78,299.0,163.0
5930,83,0.251,110,530,7.5,4,53,13,73,293.0,118.0
5930,83,0.251,110,530,7.5,4,53,13,73,293.0,181.0
5930,83,0.251,110,530,7.5,4,53,13,73,293.0,161.0
5930,83,0.251,110,530,7.5,4,53,13,73,293.0,
5930,83,0.251,110,530,7.5,4,53,13,73,293.0,185.0
5930,83,0.251,110,530,7.5,4,53,13,73,293.0,163.0
5930,59,0.253,90,361,4.9,9,62,3,61,221.0,118.0
5930,59,0.253,90,361,4.9,9,62,3,61,221.0,181.0
5930,59,0.253,90,361,4.9,9,62,3,61,221.0,161.0
5930,59,0.253,90,361,4.9,9,62,3,61,221.0,
5930,59,0.253,90,361,4.9,9,62,3,61,221.0,185.0
5930,59,0.253,90,361,4.9,9,62,3,61,221.0,163.0
5930,110,0.266,108,486,-0.2,12,76,14,76,271.0,118.0
5930,110,0.266,108,486,-0.2,12,76,14,76,271.0,181.0
5930,110,0.266,108,486,-0.2,12,76,14,76,271.0,161.0
5930,110,0.266,108,486,-0.2,12,76,14,76,271.0,
5930,110,0.266,108,486,-0.2,12,76,14,76,271.0,185.0
5930,110,0.266,108,486,-0.2,12,76,14,76,271.0,163.0
5930,101,0.25,111,507,1.4,22,89,12,67,250.0,118.0
5930,101,0.25,111,507,1.4,22,89,12,67,250.0,181.0
5930,101,0.25,111,507,1.4,22,89,12,67,250.0,161.0
5930,101,0.25,111,507,1.4,22,89,12,67,250.0,
5930,101,0.25,111,507,1.4,22,89,12,67,250.0,185.0
5930,101,0.25,111,507,1.4,22,89,12,67,250.0,163.0
7539,110,0.239,94,441,5.6,18,71,8,69,201.0,146.0
